date,RF.21304.Ток...213MII904A,S.C.ВПУСК.ПП.ДАВЛ...214PI226AA,S.C.ВПУСК.ПП.ДАВЛ...214PI226AB,S.C.ВПУСК.ПП.ТЕМП...214TI232A,SPEED.CONTROLLER...250MSIC001.PV,XX21401.МАСС.РАСХ.ГРАНУЛ...214FIC112.PV,ДАВЛ.ВАЛ.ВПЕР.УПР...214PIC232A,ДВИГАТЕЛЬ.ГРАНУЛЯТОРА...214MSIC981,Е.21402А....ГР.ВОДА.ВЫХ...214TIC101A,ЕХ21401.АЕ01.MFR...214AI200A,НАГНЕТАНИЕ.В.EX.21401...250PI001,ПОЛОЖ.НОЖА..ГРАНУЛЯТОРА...214ZI211A,ПОЛОЖ.ЩЕЛ.ДИСКА...214ZI202A,РАСХОД.В....EX.21401...250FIC001.PV,РАСХОД.ЛИНИИ.P.W...214FI205A,СЕКТ.ПИТАТЕЛЬ.RF21304...213MSIC904.PV,СПЕЦ.ЭНЕРГИЯ...214JYY200A,ТЕМП.ЛИН.Г.В..ДР.ЛИН....214TI247A,ТЕМП.ЛИН.Г.В..ЛИН.РАЗ....214TI246A,ТЕМП.ФИЛЬЕРЫ...214TI235A,ТЕМП.ЩЕЛ.ДИСК.УПР...214TIC214A,ТЕМПЕРАТУРА.EX.21401...250TI004,ТЕМПЕРАТУРА.ОБОРОТН.ВОДЫ...250TIC003.PV,ТОК.ДВИГ.ГРАНУЛЯТ...214II217A,УПРАВЛЕНИЕ..P.25001A...250HIC001A,УРОВЕНЬ.В...V.25001A...250LI001A,ФАКТ.РАСХОД.ПРОП...213FY070,ФАКТ.РАСХОД.ПРОП...213FY070_R,ФИЛЬЕРА.ПП.ДАВЛ...214PI227AA,ФИЛЬЕРА.ПП.ДАВЛ...214PI227AB,ФИЛЬЕРА.ПП.ТЕМП...214TI233A,ЦИЛ..2.ТЕМП.УПР...214TIC206A,ЦИЛ..3.ТЕМП.НАГР...214TI216A,ЦИЛ..3.ТЕМП.УПР...214TIC207A,ЦИЛ..4.ТЕМП.УПР...214TIC208A,ЦИЛ..5.ТЕМП.УПР...214TIC209A,ЦИЛ..6.ТЕМП.УПР...214TIC210A,ЦИЛ..7.ТЕМП.УПР...214TIC211A,ЦИЛ..8.ТЕМП.УПР...214TIC212A,ЦИЛ..9.ТЕМП.УПР...214TIC213A,ЭКСТР.ДВИГ.ВЛАСТЬ...214JI200A,ЭКСТР.ДВИГ.ПОТОК...214II200A,H2.C3..КОНТР.СООТН...212AIC008.PV,name
2017-05-29 20:37:50,4.8000001910000005,11.71999931,12.35999966,249.3000031,0.0,35.20201874,0.45569998,450.10000610000014,47.10000229,3.100000143,0.092715219,7.949999808999999,73.30000305,1.0928799999999999e-16,582.1000366000002,12.03418255,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.20415878,29.06326485,118.3000031,5.0,33.12394714,34800.0,34.74864960000001,8.279999733,7.409999847000001,243.0,146.8000031,255.5,146.4000092,240.1999969,235.0,219.90000919999997,210.8000031,211.1999969,210.60000609999997,5820.0,342.89999389999997,4.183074951,1
2017-05-29 20:38:00,4.900000095,11.75,12.42999935,249.10000609999997,0.0,35.21973038,0.45569998,452.30001830000003,47.10000229,3.100000143,0.092672437,7.929999828,73.30000305,1.0928799999999999e-16,589.6000366000002,12.03329754,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.19952965,29.04170036,119.5,5.0,33.12079239,34800.0,34.74354172,8.319999695,7.449999808999999,242.5,146.9000092,255.5,146.4000092,240.1999969,235.0,219.90000919999997,210.8000031,211.10000609999997,210.60000609999997,5820.0,349.30001830000015,4.183074951,1
2017-05-29 20:38:10,4.8000001910000005,11.71999931,12.35999966,248.90000919999997,0.0,35.20943451,0.45569998,450.10000610000014,47.10000229,3.100000143,0.092691354,7.949999808999999,73.30000305,1.0928799999999999e-16,596.4000244,12.0338068,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.20238495,29.04039764,118.70000459999999,5.0,33.12047958,34800.0,34.7491684,8.279999733,7.399999619,241.90000919999997,146.8000031,255.5,146.4000092,240.1999969,235.0,219.90000919999997,210.8000031,210.90000919999997,210.60000609999997,5820.0,338.7000122,4.183074951,1
2017-05-29 20:38:20,4.900000095,11.71999931,12.35999966,248.8000031,0.0,35.17349243,0.45569998,449.70001219999995,47.10000229,3.100000143,0.092744656,7.919999599,73.30000305,1.0928799999999999e-16,596.2999877999998,12.03285122,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.19787598,29.05234718,117.59999850000001,5.0,33.11440659,34800.0,34.74633789,8.300000191,7.419999599,241.3000031,146.9000092,255.5,146.4000092,240.1999969,235.0,219.90000919999997,210.8000031,210.8000031,210.6999969,5820.0,342.6000061000001,4.183074951,1
2017-05-29 20:38:30,4.900000095,11.71000004,12.32999992,248.90000919999997,0.0,35.16891479,0.45569998,449.8999938999999,47.10000229,3.100000143,0.092763036,7.96999979,73.30000305,1.0928799999999999e-16,599.0,12.033144,167.2620087,250.5,280.7000122,210.0,225.10000609999997,31.19833755,29.056011199999997,118.20000459999999,5.0,33.12364960000001,34800.0,34.748027799999996,8.279999733,7.399999619,241.60000609999997,146.9000092,255.5,146.3000031,240.1999969,235.0,219.90000919999997,210.8000031,210.60000609999997,210.6999969,5820.0,340.8000183000001,4.183074951,1
2017-05-29 20:38:40,4.900000095,11.75,12.38999939,248.8000031,0.0,35.20766068,0.45569998,450.0,47.10000229,3.100000143,0.092493221,7.9600000379999996,73.30000305,1.0928799999999999e-16,591.9000244,12.03352833,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.19706345,29.05630112,118.70000459999999,5.0,33.12205505,34800.0,34.74755859,8.300000191,7.429999828,241.60000609999997,146.8000031,255.5,146.3000031,240.3000031,235.0,219.90000919999997,210.8000031,210.5,210.6999969,5820.0,341.1000061000001,4.183074951,1
2017-05-29 20:38:50,4.8000001910000005,11.71000004,12.30999947,248.8000031,0.0,35.24085999,0.45569998,449.80001830000003,47.10000229,3.100000143,0.092809819,7.929999828,73.30000305,1.0928799999999999e-16,588.4000244,12.03199291,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.19757462,29.06172562,117.90000149999999,5.0,33.11562347,34800.0,34.74674988,8.260000229,7.379999637999999,241.40000919999997,146.9000092,255.5,146.3000031,240.1999969,235.0,219.90000919999997,210.6999969,210.40000919999997,210.6999969,5820.0,342.89999389999997,4.183074951,1
2017-05-29 20:39:00,4.900000095,11.75999928,12.38000011,248.8000031,0.0,35.29179764,0.45569998,450.5,47.10000229,3.100000143,0.092789121,7.940000057000001,73.40000153,1.0928799999999999e-16,592.2999877999998,12.03162956,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.18860245,29.048093800000004,118.3000031,5.0,33.1255188,34800.0,34.74196243,8.309999466,7.429999828,241.1999969,146.8000031,255.5,146.4000092,240.1999969,234.90000919999997,219.90000919999997,210.6999969,210.3000031,210.6999969,5820.0,339.89999389999997,4.183074951,1
2017-05-29 20:39:10,4.8000001910000005,11.71000004,12.28999996,248.90000919999997,0.0,35.29951859,0.45569998,450.0,47.10000229,3.200000048,0.09276737300000001,7.9600000379999996,73.30000305,1.0928799999999999e-16,586.7999877999998,12.03280258,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.17694283,29.02700424,118.3000031,5.0,33.13058853,34800.0,34.74605179,8.260000229,7.399999619,241.5,146.8000031,255.5,146.4000092,240.1999969,235.0,219.90000919999997,210.6999969,210.3000031,210.6999969,5820.0,340.8000183000001,4.183074951,1
2017-05-29 20:39:20,5.0,11.75,12.32999992,248.90000919999997,0.0,35.29616547,0.45569998,450.10000610000014,47.10000229,3.200000048,0.09276162800000001,7.940000057000001,73.30000305,1.0928799999999999e-16,589.7999877999998,12.03200054,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.19263649,29.03370667,118.90000149999999,5.0,33.13934326,34800.0,34.74142075,8.279999733,7.409999847000001,241.3000031,146.8000031,255.5,146.4000092,240.10000609999997,235.0,219.90000919999997,210.6999969,210.3000031,210.6999969,5820.0,346.2000122,4.183074951,1
2017-05-29 20:39:30,4.8000001910000005,11.75,12.35999966,249.0,0.0,35.35017395,0.45569998,450.70001219999995,47.10000229,3.200000048,0.092827067,7.929999828,73.30000305,1.0928799999999999e-16,594.4000244,12.03283405,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.18760300000001,29.0203743,118.59999850000001,5.0,33.143531800000005,34800.0,34.74623871,8.289999962000001,7.409999847000001,241.60000609999997,146.9000092,255.5,146.5,240.10000609999997,235.0,219.90000919999997,210.6999969,210.3000031,210.6999969,5820.0,343.80001830000015,4.158488274,1
2017-05-29 20:39:40,4.900000095,11.75,12.35999966,248.90000919999997,0.0,35.343647,0.45569998,449.70001219999995,47.10000229,3.200000048,0.092701875,7.949999808999999,73.30000305,1.0928799999999999e-16,590.2000122000002,12.03103161,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.1893158,29.02890778,117.5,5.0,33.14976119999999,34800.0,34.74388123,8.279999733,7.419999599,241.40000919999997,146.8000031,255.5,146.5,240.10000609999997,235.0,219.90000919999997,210.6999969,210.40000919999997,210.6999969,5820.0,343.80001830000015,4.158488274,1
2017-05-29 20:39:50,4.8000001910000005,11.71999931,12.31999969,248.90000919999997,0.0,35.3043251,0.45569998,449.5,47.10000229,3.200000048,0.09282772199999999,7.9600000379999996,73.30000305,1.0928799999999999e-16,599.1000366000002,12.03187275,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.17914772,29.01655579,118.0,5.0,33.14997101,34800.0,34.74068451,8.269999504,7.399999619,241.3000031,146.8000031,255.5,146.6000061,240.0,235.0,219.90000919999997,210.6999969,210.5,210.8000031,5710.0,339.89999389999997,4.158488274,1
2017-05-29 20:40:00,4.900000095,11.68999958,12.28999996,249.0,0.0,35.30394363,0.45569998,449.8999938999999,47.10000229,3.200000048,0.092771254,7.940000057000001,73.30000305,1.0928799999999999e-16,594.7999877999998,12.03242874,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.176391600000002,29.00177765,117.70000459999999,5.0,33.14832687,34800.0,34.74389648,8.260000229,7.389999866,241.40000919999997,146.9000092,255.5,146.6000061,240.0,235.0,219.90000919999997,210.6999969,210.60000609999997,210.8000031,5710.0,341.1000061000001,4.158488274,1
2017-05-29 20:40:10,4.900000095,11.71999931,12.31999969,249.10000609999997,0.0,35.28927231,0.45569998,449.80001830000003,47.10000229,3.200000048,0.092720419,7.9600000379999996,73.30000305,1.0928799999999999e-16,592.2000122000002,12.03204441,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.17095184,28.99116135,118.0,5.0,33.13357162,34800.0,34.74167633,8.269999504,7.399999619,241.8000031,146.9000092,255.5,146.6999969,240.0,235.0,219.90000919999997,210.6999969,210.6999969,210.8000031,5710.0,342.89999389999997,4.158488274,1
2017-05-29 20:40:20,4.900000095,11.64999962,12.25,249.10000609999997,0.0,35.29703903,0.45569998,450.0,47.10000229,3.200000048,0.092779554,7.949999808999999,73.30000305,1.0928799999999999e-16,598.5,12.03242588,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.183761600000004,28.98781967,117.90000149999999,5.0,33.13647842,34800.0,34.74119186,8.239999771,7.359999657,242.0,146.9000092,255.5,146.6999969,240.0,235.10000609999997,219.90000919999997,210.6999969,210.90000919999997,210.8000031,5830.0,342.89999389999997,4.158488274,1
2017-05-29 20:40:30,4.900000095,11.67000008,12.30000019,249.1999969,0.0,35.30974197,0.45569998,449.80001830000003,47.10000229,3.200000048,0.09280581,7.949999808999999,73.30000305,1.0928799999999999e-16,591.7000122000002,12.03318691,167.2620087,250.5,280.7000122,210.0,225.10000609999997,31.18277359,28.98994827,118.40000149999999,5.0,33.14493561,34800.0,34.74559021,8.269999504,7.389999866,242.1999969,146.9000092,255.5,146.8000031,240.0,235.10000609999997,219.90000919999997,210.6999969,211.0,210.90000919999997,5830.0,343.2000122,4.158488274,1
2017-05-29 20:40:40,4.8000001910000005,11.69999981,12.34999943,249.1999969,0.0,35.29817963,0.45569998,449.70001219999995,47.10000229,3.200000048,0.092899531,7.929999828,73.30000305,1.0928799999999999e-16,592.7000122000002,12.03343582,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.18003654,28.98414612,118.59999850000001,5.0,33.1437149,34800.0,34.74702454,8.269999504,7.399999619,242.6999969,146.9000092,255.5,146.8000031,240.0,235.10000609999997,219.90000919999997,210.6999969,211.10000609999997,210.90000919999997,5830.0,342.3000183000001,4.158488274,1
2017-05-29 20:40:50,4.8000001910000005,11.67999935,12.31999969,249.10000609999997,0.0,35.24401855,0.45569998,449.5,47.10000229,3.200000048,0.092669219,7.96999979,73.40000153,1.0928799999999999e-16,591.7999877999998,12.03230476,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.17716599,28.96159744,119.90000149999999,5.0,33.15027618,34800.0,34.74317932,8.269999504,7.379999637999999,242.3000031,146.9000092,255.5,146.9000092,240.0,235.10000609999997,219.90000919999997,210.6999969,211.1999969,210.90000919999997,5830.0,340.8000183000001,4.158488274,1
2017-05-29 20:41:00,4.900000095,11.64999962,12.269999499999999,249.10000609999997,0.0,35.19258881,0.45569998,450.0,47.10000229,3.200000048,0.092881426,7.940000057000001,73.30000305,1.0928799999999999e-16,585.9000244,12.03204727,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.179584499999997,28.94972038,118.8000031,5.0,33.16636658,34800.0,34.74437714,8.260000229,7.359999657,242.10000609999997,146.9000092,255.5,146.9000092,240.10000609999997,235.10000609999997,219.90000919999997,210.6999969,211.1999969,210.90000919999997,5830.0,345.30001830000015,4.158488274,1
2017-05-29 20:41:10,4.900000095,11.65999985,12.32999992,249.3000031,0.0,35.14793396,0.45569998,450.3999938999999,47.10000229,3.200000048,0.09283451699999999,7.949999808999999,73.30000305,1.0928799999999999e-16,585.0,12.03209686,167.2620087,250.5,280.80001830000003,210.0,225.10000609999997,31.15794945,28.92127228,118.5,5.0,33.15830994,34800.0,34.74197769,8.269999504,7.379999637999999,242.5,146.9000092,255.5,147.0,240.10000609999997,235.10000609999997,219.90000919999997,210.6999969,211.1999969,210.90000919999997,5830.0,343.5,4.158488274,1
2017-05-29 20:41:20,4.8000001910000005,11.67999935,12.32999992,249.3000031,0.0,35.11526108,0.45569998,450.0,47.10000229,3.200000048,0.09273031400000001,7.949999808999999,73.30000305,1.0928799999999999e-16,590.1000366000002,12.03134346,167.2620087,250.5,280.60000610000003,210.0,225.10000609999997,31.17331314,28.9409256,118.90000149999999,5.0,33.16130066,34800.0,34.74031067,8.279999733,7.389999866,242.8000031,146.9000092,255.5,147.1000061,240.10000609999997,235.10000609999997,219.90000919999997,210.6999969,211.1999969,210.90000919999997,5830.0,344.39999389999997,4.158488274,1
2017-05-29 20:41:30,4.900000095,11.63999939,12.30000019,249.10000609999997,0.0,35.12269974,0.45569998,450.20001219999995,47.10000229,3.100000143,0.092729941,7.9600000379999996,73.30000305,1.0928799999999999e-16,589.1000366000002,12.03323746,166.8935852,250.40000919999997,280.60000610000003,210.0,225.10000609999997,31.17720032,28.95101166,118.09999850000001,5.0,33.13290024,34800.0,34.74856567,8.239999771,7.359999657,242.40000919999997,146.9000092,255.5,147.1000061,240.10000609999997,235.10000609999997,219.90000919999997,210.6999969,211.10000609999997,211.0,5830.0,342.89999389999997,4.139628887,1
2017-05-29 20:41:40,4.900000095,11.65999985,12.34000015,249.10000609999997,0.0,35.18040848,0.45569998,450.5,47.10000229,3.100000143,0.092799589,7.9600000379999996,73.30000305,1.0928799999999999e-16,582.4000244,12.03209496,166.8935852,250.5,280.60000610000003,210.0,225.10000609999997,31.17360497,28.95169449,122.20000459999999,5.0,33.13293076,34800.0,34.74733734,8.289999962000001,7.389999866,242.0,146.9000092,255.5,147.1999969,240.10000609999997,235.10000609999997,219.90000919999997,210.6999969,211.0,210.90000919999997,5830.0,341.39999389999997,4.139628887,1
2017-05-29 20:41:50,4.900000095,11.63000011,12.30999947,249.10000609999997,0.0,35.1700325,0.45569998,450.0,47.10000229,3.100000143,0.092811644,7.9800000189999984,73.40000153,1.0928799999999999e-16,589.4000244,12.03401852,166.8935852,250.5,280.60000610000003,210.0,225.10000609999997,31.17065048,28.95958138,118.8000031,5.0,33.12973785,34800.0,34.74502182,8.260000229,7.359999657,242.3000031,146.9000092,255.5,147.1999969,240.10000609999997,235.0,219.90000919999997,210.6999969,210.90000919999997,210.90000919999997,5720.0,341.1000061000001,4.139628887,1
2017-05-29 20:42:00,4.900000095,11.61999989,12.30000019,249.10000609999997,0.0,35.132110600000004,0.45569998,450.8999938999999,47.10000229,3.100000143,0.092797436,7.9600000379999996,73.30000305,1.0928799999999999e-16,590.7000122000002,12.03161335,166.8935852,250.5,280.7000122,210.0,225.10000609999997,31.17002296,28.93750572,118.09999850000001,5.0,33.13918686,34800.0,34.73918533,8.25,7.349999905,242.10000609999997,147.0,255.5,147.1999969,240.1999969,235.10000609999997,219.90000919999997,210.6999969,210.6999969,211.0,5830.0,341.7000122,4.139628887,1
2017-05-29 20:42:10,4.900000095,11.64999962,12.28999996,249.1999969,0.0,35.1570816,0.45569998,450.10000610000014,47.10000229,3.100000143,0.09282057699999999,7.9600000379999996,73.30000305,1.0928799999999999e-16,593.2000122000002,12.03248596,166.8935852,250.5,280.60000610000003,210.0,225.10000609999997,31.16847801,28.92834663,118.0,5.0,33.14044189,34800.0,34.74422836,8.239999771,7.349999905,242.3000031,147.0,255.5,147.1999969,240.10000609999997,235.10000609999997,219.90000919999997,210.6999969,210.60000609999997,211.0,5830.0,342.6000061000001,4.139628887,1
2017-05-29 20:42:20,4.8000001910000005,11.63000011,12.30000019,249.10000609999997,0.0,35.19342804,0.45569998,450.0,47.10000229,3.100000143,0.092772231,7.940000057000001,73.30000305,1.0928799999999999e-16,590.1000366000002,12.0321331,166.8935852,250.5,280.60000610000003,210.0,225.10000609999997,31.16494179,28.92220306,117.8000031,5.0,33.12832642,34800.0,34.7421875,8.260000229,7.359999657,242.1999969,147.0,255.5,147.1999969,240.10000609999997,235.10000609999997,219.90000919999997,210.6999969,210.40000919999997,211.0,5830.0,342.0,4.139628887,1
